season,allouts_conceded,team_name,team_id_0,match_played_0,allouts_inflicted,team_id_1,match_played_1,avg_points_scored,team_id_2,match_played_2,avg_raid_points,team_id_3,match_played_3,avg_tackle_points,team_id_4,match_played_4,conceded_points,team_id_5,match_played_5,do_or_die_points,team_id_6,match_played_6,points_scored,team_id_7,match_played_7,raid_points,team_id_8,match_played_8,successful_raids,team_id_9,match_played_9,successful_tackles,team_id_10,match_played_10,super_raids,team_id_11,match_played_11,super_tackles,team_id_12,match_played_12,tackle_points,team_id_13,match_played_13,z_score_allouts_conceded,z_score_allouts_inflicted,z_score_avg_points_scored,z_score_avg_raid_points,z_score_avg_tackle_points,z_score_conceded_points,z_score_do_or_die_points,z_score_points_scored,z_score_raid_points,z_score_successful_raids,z_score_successful_tackles,z_score_super_raids,z_score_super_tackles,z_score_tackle_points
7,13,Bengal Warriors,4,16,24,4,16,29.56,4,16,19.88,4,16,9.69,4,16,475,4,16,46,4,16,547,4,16,318,4,16,256,4,16,145,4,16,12,4,16,12,4,16,155,4,16,-1.1798859530406869,0.3850747970234655,0.7979278500184568,0.8217021078173434,0.061093785794643064,-0.5852430746739271,-0.9384162574169845,-0.0903660458071778,-0.01762667332833751,0.00648578579828038,-0.2679720193327767,0.6172352341868527,-0.5608780008622946,-0.35886020284627634
7,19,Bengaluru Bulls,1,16,17,1,16,30.37,1,16,20.13,1,16,10.25,1,16,530,1,16,35,1,16,544,1,16,322,1,16,256,1,16,141,1,16,6,1,16,25,1,16,164,1,16,-0.25590616639845976,-0.42239482140459395,1.1000095462107509,0.9207444775911299,0.5477990918741429,-0.21305992567197385,-1.477537118052856,-0.10908145021800446,0.022662865707862512,0.00648578579828038,-0.3614186722283091,-0.6676217839163915,1.5223831451976566,-0.15920343544453
7,11,Dabang Delhi K.C.,2,14,22,2,14,29.78,2,14,20.71,2,14,9.07,2,14,440,2,14,35,2,14,496,2,14,290,2,14,242,2,14,122,2,14,6,2,14,7,2,14,127,2,14,-1.4878792152547626,0.15436919175830566,0.8799747304657473,1.1505227754663152,-0.47775851736480207,-0.8220868967660792,-1.477537118052856,-0.40852792079123096,-0.29965344658173765,-0.16502721642291135,-0.8052902734820879,-0.6676217839163915,-1.3621322878084294,-0.9800145903183761
7,14,Gujarat Fortunegiants,31,14,13,31,14,25.42,31,14,15.36,31,14,10.07,31,14,396,31,14,44,31,14,402,31,14,215,31,14,176,31,14,128,31,14,4,31,14,13,31,14,141,31,14,-1.025889321933649,-0.8838060319349137,-0.7460452638532625,-0.968983937692715,0.3913581006343041,-1.1198334159676417,-1.036438232078052,-0.9949439256637995,-1.055082303510488,-0.9735885126085295,-0.6651202941387894,-1.095907456617473,-0.4006271434730675,-0.6694373965823263
7,15,Haryana Steelers,28,14,19,28,14,29.14,28,14,18.57,28,14,10.57,28,14,435,28,14,47,28,14,464,28,14,260,28,14,203,28,14,138,28,14,10,28,14,10,28,14,148,28,14,-0.8718926908266111,-0.1916892161394341,0.6412928964372685,0.3027200902027031,0.8259164096338572,-0.8559217284935294,-0.8894052700864508,-0.6081589011733819,-0.6018249893532378,-0.6428134368962312,-0.43150366189995837,0.1889495614857713,-0.8813797156407486,-0.5141487997143013
7,14,Jaipur Pink Panthers,3,15,15,3,15,26.46,3,15,15.53,3,15,10.93,3,15,452,3,15,57,3,15,452,3,15,233,3,15,185,3,15,142,3,15,5,3,15,23,3,15,164,3,15,-1.025889321933649,-0.6531004266697538,-0.35818728355698526,-0.9016351262465403,1.138798392113535,-0.7408833006201985,-0.39929539678111303,-0.6830205188166886,-0.873779377847588,-0.8633301540377634,-0.338057009004426,-0.8817646202669321,1.2018814304192025,-0.15920343544453
7,17,Patna Pirates,6,15,20,6,15,27.53,6,15,17.27,6,15,10.27,6,15,484,6,15,55,6,15,470,6,15,259,6,15,211,6,15,133,6,15,9,6,15,21,6,15,154,6,15,-0.5638994286125355,-0.07633641350685419,0.040858907709377404,-0.21230023262098666,0.5651814242341247,-0.5243403775645166,-0.4973173714421806,-0.5707280923517286,-0.6118973741122878,-0.5448060070555502,-0.5483119780193739,-0.025193274864769404,0.8813797156407486,-0.38104428811313706
7,20,Puneri Paltan,7,14,11,7,14,27.35,7,14,16.14,7,14,11.21,7,14,458,7,14,50,7,14,424,7,14,226,7,14,185,7,14,141,7,14,3,7,14,16,7,14,157,7,14,-0.10190953529142188,-1.1145116372000734,-0.026270358111132076,-0.6599717439985009,1.3821510451532855,-0.7002815025472581,-0.7423723080948494,-0.8576976266510706,-0.944286071160938,-0.8633301540377634,-0.3614186722283091,-1.3100502929680136,0.0801254286946135,-0.31449203231255496
7,19,Tamil Thalaivas,29,15,10,29,15,25.66,29,15,16.87,29,15,8.8,29,15,488,29,15,43,29,15,432,29,15,253,29,15,203,29,15,124,29,15,4,29,15,10,29,15,132,29,15,-0.25590616639845976,-1.2298644398326535,-0.6565395760925836,-0.37076802425904437,-0.7124200042245603,-0.4972725121825563,-1.0854492194085859,-0.8077898815555329,-0.6723316826665878,-0.6428134368962312,-0.7585669470343218,-1.095907456617473,-0.8813797156407486,-0.8690941639840726
7,16,Telugu Titans,8,14,7,8,14,26.42,8,14,16.0,8,14,10.43,8,14,453,8,14,33,8,14,403,8,14,224,8,14,192,8,14,128,8,14,4,8,14,19,8,14,146,8,14,-0.7178960597195733,-1.5759228477303933,-0.37310489818376485,-0.7154354710718215,0.7042400831139818,-0.7341163342747083,-1.5755590927139236,-0.9887054575268572,-0.964430840679038,-0.7775736529271675,-0.6651202941387894,-1.095907456617473,0.5608780008622946,-0.5585169702480227
7,16,U Mumba,5,15,20,5,15,26.26,5,15,16.4,5,15,9.87,5,15,433,5,15,55,5,15,459,5,15,246,5,15,192,5,15,135,5,15,6,5,15,15,5,15,148,5,15,-0.7178960597195733,-0.07633641350685419,-0.4327753566908845,-0.5569676794337638,0.21753477703448193,-0.8694556611845096,-0.4973173714421806,-0.639351241858093,-0.7428383759799378,-0.7775736529271675,-0.5015886515716077,-0.6676217839163915,-0.0801254286946135,-0.5141487997143013
7,18,U.P. Yoddha,30,14,14,30,14,25.28,30,14,14.64,30,14,10.64,30,14,447,30,14,50,30,14,398,30,14,205,30,14,163,30,14,139,30,14,1,30,14,11,30,14,149,30,14,-0.4099027975054976,-0.7684532293023337,-0.7982569150469925,-1.2542259626412195,0.8867545728937948,-0.7747181323476487,-0.7423723080948494,-1.0198977982115685,-1.155806151100988,-1.132850586099636,-0.4081419986760753,-1.7383359656690949,-0.7211288582515215,-0.4919647144474406
