player_name,team_name,season,position_name,raid_points_player,tackle_points_player,total_points,raid_points_contribution,tackle_points_contribution,total_points_contribution,do_or_die_points_contribution,successful_raids_contribution,successful_tackles_contribution,super_raids_contribution,super_tackles_contribution
Anil Kumar,Patna Pirates,4,"Defender, left cover",0.0,0.5,2.0,0.0,0.002923976591087856,0.0040650406421442265,0.0,0.0,0.013793103353151011,0.0,0.0
Bajirao Hodage,Patna Pirates,4,"Defender, right cover",0.0,1.57,22.0,0.0,0.00918128649601587,0.04471544706358649,0.0,0.0,0.13793103353151012,0.0,0.07407407133058995
CPO Surjeet Singh,Patna Pirates,4,Raider,33.0,0.4,37.0,0.12499999952651515,0.002339181272870285,0.07520325187966818,0.06849314974666919,0.13106796052879632,0.027586206706302022,0.1428571224489825,0.0
Dharmaraj Cheralathan,Patna Pirates,4,"Defender, right and left corner",2.0,2.79,41.0,0.007575757547061524,0.01631578937827024,0.08333333316395664,0.0,0.009708737816947874,0.2137931019738407,0.0,0.2962962853223598
Fazel Atrachali,Patna Pirates,4,"Defender, left corner",0.0,3.25,52.0,0.0,0.019005847842071065,0.10569105669574988,0.0,0.0,0.31034482544589775,0.0,0.2592592496570648
Hadi Oshtorak,Patna Pirates,4,All Rounder,1.0,1.71,13.0,0.003787878773530762,0.009999999941520468,0.02642276417393747,0.0,0.0,0.06206896508917955,0.0,0.11111110699588492
Kuldeep Singh,Patna Pirates,4,All Rounder,8.0,2.27,42.0,0.030303030188246097,0.013274853723538867,0.08536585348502876,0.0,0.033980582359317564,0.19999999862068968,0.0,0.18518517832647488
Mahesh Goud,Patna Pirates,4,Raider,5.0,0.0,5.0,0.018939393867653812,0.0,0.010162601605360566,0.013698629949333838,0.01941747563389575,0.0,0.0,0.0
Pardeep Narwal,Patna Pirates,4,Raider,131.0,0.13,133.0,0.49621211933252984,0.0007602339136828426,0.270325202702591,0.31506848883467825,0.4854368908473937,0.006896551676575506,0.4285713673469475,0.037037035665294975
Rajesh Mondal,Patna Pirates,4,Raider,57.0,0.13,59.0,0.21590909009125345,0.0007602339136828426,0.11991869894325467,0.46575341827735045,0.22815533869827506,0.013793103353151011,0.1428571224489825,0.0
Sunil Kumar,Patna Pirates,4,"Defender, right cover",1.0,0.0,1.0,0.003787878773530762,0.0,0.0020325203210721132,0.0,0.004854368908473937,0.0,0.0,0.0
Sunny,Patna Pirates,4,Raider,1.0,0.0,1.0,0.003787878773530762,0.0,0.0020325203210721132,0.013698629949333838,0.0,0.0,0.0,0.0
Vijin Thangadurai,Patna Pirates,4,"Defender, right cover",0.0,0.22,2.0,0.0,0.0012865497000786568,0.0040650406421442265,0.0,0.0,0.013793103353151011,0.0,0.0
Ajay Thakur,Puneri Paltan,4,Raider,63.0,0.06,64.0,0.21724137856123663,0.00041095890129480203,0.12427184441888962,0.3376623332771126,0.17826086879017014,0.007142857091836735,0.499999950000005,0.0
Deepak Niwas Hooda,Puneri Paltan,4,All Rounder,126.0,0.25,130.0,0.43448275712247325,0.0017123287553950086,0.25242718397586955,0.4415584358239164,0.46956521534971646,0.02857142836734694,0.19999998000000202,0.0
Joginder Singh Narwal,Puneri Paltan,4,"Defender, left corner",4.0,2.13,38.0,0.013793103400713437,0.014589040995965473,0.07378640762371572,0.012987012818350484,0.013043478204158791,0.22857142693877552,0.0,0.285714244897965
Manjeet Chhillar,Puneri Paltan,4,All Rounder,24.0,3.67,68.0,0.08275862040428061,0.025136986129198725,0.13203883469507022,0.025974025636700968,0.08695652136105861,0.30714285494897964,0.09999999000000101,0.1428571224489825
Nitin Tomar,Puneri Paltan,4,Raider,33.0,0.08,34.0,0.11379310305588586,0.0005479452017264027,0.06601941734753511,0.14285714100185531,0.1304347820415879,0.007142857091836735,0.09999999000000101,0.0
Parmod Narwal,Puneri Paltan,4,All Rounder,8.0,0.13,9.0,0.027586206801426875,0.0008904109528054045,0.017475728121406353,0.012987012818350484,0.013043478204158791,0.007142857091836735,0.09999999000000101,0.0
Ravinder Pahal,Puneri Paltan,4,"Defender, right corner",0.0,2.64,37.0,0.0,0.01808219165697129,0.07184466005467056,0.0,0.0,0.24999999821428573,0.0,0.285714244897965
Somvir Shekhar,Puneri Paltan,4,"Defender, right cover",0.0,1.38,22.0,0.0,0.009452054729780446,0.04271844651899331,0.0,0.0,0.14999999892857144,0.0,0.1428571224489825
Sonu Narwal,Puneri Paltan,4,Raider,32.0,0.0,32.0,0.1103448272057075,0.0,0.06213592220944481,0.025974025636700968,0.10869565170132325,0.0,0.0,0.0
Ajay Kumar,Bengaluru Bulls,5,Raider,89.0,0.0,89.0,0.22646310374945774,0.0,0.1291727138908959,0.41935483420048564,0.20833333271329366,0.0,0.399999920000016,0.0
Amit Sheoran,Bengaluru Bulls,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashish Kumar,Bengaluru Bulls,5,"Defender, right cover",17.0,0.75,32.0,0.043256997345402046,0.00374999998125,0.04644412184841201,0.04301075222569084,0.04761904747732426,0.07567567526661798,0.0,0.05882352595155729
Gurvinder Singh,Bengaluru Bulls,5,Raider,17.0,0.78,24.0,0.043256997345402046,0.0038999999805,0.03483309138630901,0.053763440282113543,0.029761904673327663,0.03783783763330899,0.199999960000008,0.0
Harish Naik,Bengaluru Bulls,5,Raider,24.0,0.0,24.0,0.06106870213468524,0.0,0.03483309138630901,0.06451612833853626,0.059523809346655326,0.0,0.0,0.0
Kuldeep Singh,Bengaluru Bulls,5,"Defender, left corner",0.0,2.0,32.0,0.0,0.00999999995,0.04644412184841201,0.0,0.0,0.16216216128560995,0.0,0.11764705190311459
Mahender Singh,Bengaluru Bulls,5,"Defender, left cover",1.0,2.59,58.0,0.0025445292556118848,0.01294999993525,0.08417997085024678,0.0,0.0029761904673327663,0.2810810795617239,0.0,0.2941176297577865
Pardeep Kandola,Bengaluru Bulls,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preetam Chhillar,Bengaluru Bulls,5,All Rounder,3.0,0.25,7.0,0.007633587766835655,0.00124999999375,0.010159651654340128,0.0,0.0029761904673327663,0.02162162150474799,0.199999960000008,0.0
Ravinder Pahal,Bengaluru Bulls,5,"Defender, right corner",2.0,2.74,54.0,0.0050890585112237695,0.013699999931500001,0.07837445561919527,0.0,0.0029761904673327663,0.2648648634331629,0.0,0.17647057785467188
Rohit,Bengaluru Bulls,5,Raider,4.0,0.0,4.0,0.010178117022447539,0.0,0.0058055152310515015,0.01075268805642271,0.008928571401998299,0.0,0.0,0.0
Rohit Kumar,Bengaluru Bulls,5,Raider,219.0,0.55,231.0,0.5572519069790027,0.0027499999862500004,0.3352685045932242,0.38709677003121756,0.5714285697278911,0.05945945913805698,0.199999960000008,0.05882352595155729
Sachin Kumar,Bengaluru Bulls,5,"Defender, left corner",1.0,0.67,7.0,0.0025445292556118848,0.0033499999832500003,0.010159651654340128,0.0,0.0,0.03243243225712199,0.0,0.0
Sunil Jaipal,Bengaluru Bulls,5,Raider,16.0,1.15,31.0,0.040712468089790156,0.00574999997125,0.04499274304064914,0.02150537611284542,0.03869047607532596,0.06486486451424398,0.0,0.17647057785467188
Dong Ju Hong,Bengaluru Bulls,5,All Rounder,1.0,0.0,1.0,0.0025445292556118848,0.0,0.0014513788077628754,0.0,0.0,0.0,0.0,0.0
Kashiling Adake,Bengaluru Bulls,5,Raider,114.0,0.4,122.0,0.2900763351397549,0.00199999999,0.1770682145470708,0.2903225775234132,0.24107142785395408,0.03783783763330899,0.799999840000032,0.05882352595155729
Abolfazl Maghsodloumahali,Dabang Delhi K.C.,5,Raider,91.0,0.32,97.0,0.2645348829519335,0.0018934911130562657,0.162207357588282,0.27659574173834317,0.27208480469227986,0.03144654068272616,0.0,0.08333332638888948
Anand Patil,Dabang Delhi K.C.,5,Raider,33.0,0.0,33.0,0.09593023227927258,0.0,0.05518394639601347,0.07446808431416932,0.08480565341058073,0.0,0.33333327777778704,0.0
Bajirao Hodage,Dabang Delhi K.C.,5,"Defender, right cover",0.0,0.92,11.0,0.0,0.005443786950036764,0.018394648798671157,0.0,0.0,0.06918238950199755,0.0,0.0
Meraj Sheykh,Dabang Delhi K.C.,5,All Rounder,96.0,0.4,104.0,0.27906976663061117,0.002366863891320332,0.1739130431874364,0.3297872305341784,0.2685512358001723,0.05031446509236186,0.49999991666668053,0.0
Nilesh Shinde,Dabang Delhi K.C.,5,"Defender, right corner",4.0,1.33,24.0,0.011627906942942131,0.007869822438640104,0.040133779197100705,0.010638297759167045,0.007067137784215061,0.11949685459435941,0.0,0.08333332638888948
R. Sriram,Dabang Delhi K.C.,5,Raider,35.0,0.09,36.0,0.10174418575074365,0.0005325443755470747,0.06020066879565106,0.17021276414667272,0.10247349787111838,0.006289308136545232,0.0,0.0
Ravi Dalal,Dabang Delhi K.C.,5,Raider,5.0,0.6,8.0,0.014534883678677665,0.003550295836980498,0.013377926399033568,0.010638297759167045,0.010600706676322591,0.018867924409635695,0.0,0.0
Rohit Baliyan,Dabang Delhi K.C.,5,Raider,65.0,0.53,74.0,0.18895348782280963,0.00313609465599944,0.12374581919106051,0.08510638207333636,0.19434628906591417,0.05660377322890709,0.16666663888889352,0.0
Rupesh Tomar,Dabang Delhi K.C.,5,All Rounder,0.0,0.0,1.0,0.0,0.0,0.001672240799879196,0.0,0.0,0.006289308136545232,0.0,0.0
Satpal,Dabang Delhi K.C.,5,"Defender, right corner",4.0,2.4,28.0,0.011627906942942131,0.014201183347921992,0.04682274239661749,0.010638297759167045,0.0,0.1383647790039951,0.0,0.16666665277777895
Shubham Ashok Palkar,Dabang Delhi K.C.,5,Raider,7.0,0.0,7.0,0.02034883715014873,0.0,0.011705685599154372,0.02127659551833409,0.021201413352645183,0.0,0.0,0.0
Sunil,Dabang Delhi K.C.,5,"Defender, left corner",0.0,1.39,25.0,0.0,0.008224852022338153,0.0418060199969799,0.0,0.0,0.15094339527708556,0.0,0.08333332638888948
Suresu Kumar,Dabang Delhi K.C.,5,Raider,2.0,0.0,2.0,0.0058139534714710655,0.0,0.003344481599758392,0.0,0.007067137784215061,0.0,0.0,0.0
Swapnil Dilip Shinde,Dabang Delhi K.C.,5,"Defender, right cover",0.0,1.0,13.0,0.0,0.00591715972830083,0.02173913039842955,0.0,0.0,0.08176100577508802,0.0,0.0
Tapas Pal,Dabang Delhi K.C.,5,All Rounder,0.0,1.8,9.0,0.0,0.010650887510941495,0.015050167198912764,0.0,0.0,0.05660377322890709,0.0,0.0
Tushar Balaram Bhoir,Dabang Delhi K.C.,5,"Defender, right cover",0.0,0.38,3.0,0.0,0.0022485206967543156,0.005016722399637588,0.0,0.0,0.012578616273090464,0.0,0.08333332638888948
Viraj Vishnu Landge,Dabang Delhi K.C.,5,"Defender, left cover",0.0,0.84,16.0,0.0,0.004970414171772697,0.026755852798067137,0.0,0.0,0.10062893018472371,0.0,0.0
Vishal,Dabang Delhi K.C.,5,All Rounder,2.0,1.8,11.0,0.0058139534714710655,0.010650887510941495,0.018394648798671157,0.010638297759167045,0.0035335688921075306,0.03773584881927139,0.0,0.2499999791666684
Yatharth Deshwal,Dabang Delhi K.C.,5,All Rounder,0.0,1.83,11.0,0.0,0.01082840230279052,0.018394648798671157,0.0,0.0,0.06289308136545232,0.0,0.08333332638888948
Abozar Mohajermighani,Gujarat Fortunegiants,5,Defender,1.0,2.71,66.0,0.0024691357963725043,0.010669291296577593,0.08516129021269511,0.0,0.0,0.2603305774366505,0.0,0.16666665277777895
Chandran Ranjit,Gujarat Fortunegiants,5,Raider,51.0,0.0,51.0,0.1259259256149977,0.0,0.06580645152799168,0.13265305987088716,0.12835820857206506,0.0,0.2727272479338866,0.0
Fazel Atrachali,Gujarat Fortunegiants,5,"Defender, left corner",0.0,2.38,57.0,0.0,0.009370078703267407,0.07354838700187305,0.0,0.0,0.22314049494570043,0.0,0.2499999791666684
Mahendra Ganesh Rajput,Gujarat Fortunegiants,5,Raider,57.0,0.29,62.0,0.14074074039323273,0.0011417322789695579,0.0799999998967742,0.15306122292794672,0.12835820857206506,0.020661156939416708,0.2727272479338866,0.0
Manoj Kumar,Gujarat Fortunegiants,5,"Defender, left cover",0.0,0.0,1.0,0.0,0.0,0.001290322578980229,0.0,0.0,0.004132231387883341,0.0,0.0
Parvesh Bhainswal,Gujarat Fortunegiants,5,"Defender, left cover",0.0,2.0,48.0,0.0,0.007874015717031434,0.06193548379105099,0.0,0.0,0.18181818106686704,0.0,0.3333333055555579
Rakesh Narwal,Gujarat Fortunegiants,5,Raider,17.0,0.0,18.0,0.04197530853833257,0.0,0.02322580642164412,0.010204081528529781,0.04477611926932502,0.004132231387883341,0.09090908264462885,0.0
Rohit Gulia,Gujarat Fortunegiants,5,All Rounder,35.0,0.16,38.0,0.08641975287303764,0.0006299212573625147,0.0490322580012487,0.12244897834235736,0.09850746239251504,0.012396694163650024,0.0,0.0
Sachin,Gujarat Fortunegiants,5,Raider,159.0,0.58,173.0,0.3925925916232282,0.0022834645579391157,0.2232258061635796,0.37755101655560186,0.39402984957006015,0.05371900804248344,0.1818181652892577,0.08333332638888948
Sukesh Hegde,Gujarat Fortunegiants,5,Raider,75.0,0.11,77.0,0.18518518472793782,0.0004330708644367289,0.09935483858147763,0.17346938598500627,0.17313432784139007,0.008264462775766682,0.1818181652892577,0.0
Sunil Kumar,Gujarat Fortunegiants,5,"Defender, right cover",1.0,2.38,58.0,0.0024691357963725043,0.009370078703267407,0.07483870958085327,0.0,0.0029850746179550013,0.22727272633358378,0.0,0.16666665277777895
Ashish Chhokar,Haryana Steelers,5,Raider,9.0,0.6,12.0,0.022277227667630625,0.0026431717945234723,0.01650618979847842,0.009523809433106578,0.01834862379709901,0.014563106725421812,0.08333332638888948,0.0
Babu M,Haryana Steelers,5,"Defender, left cover",0.0,1.0,2.0,0.0,0.004405286324205787,0.0027510316330797363,0.0,0.0,0.009708737816947874,0.0,0.0
CPO Surjeet Singh,Haryana Steelers,5,Raider,59.0,0.24,63.0,0.14603960359891188,0.0010572687178093888,0.08665749644201169,0.03809523773242631,0.1437308864106089,0.01941747563389575,0.08333332638888948,0.0
David Shilisia J Mosambayi,Haryana Steelers,5,Raider,2.0,0.0,2.0,0.00495049503725125,0.0,0.0027510316330797363,0.0,0.003058103966183168,0.0,0.0,0.0
Deepak Kumar Dahiya,Haryana Steelers,5,Raider,76.0,0.13,78.0,0.1881188114155475,0.0005726872221467524,0.10729023369010972,0.3619047584580499,0.18654434193717326,0.009708737816947874,0.2499999791666684,0.0
Deepak Kumar Rathee,Haryana Steelers,5,All Rounder,3.0,0.67,7.0,0.007425742555876875,0.0029515418372178777,0.009628610715779078,0.009523809433106578,0.009174311898549505,0.014563106725421812,0.0,0.04761904535147403
Jeeva Gopal,Haryana Steelers,5,"Defender, left cover",0.0,0.83,5.0,0.0,0.0036563876490908033,0.006877579082699341,0.0,0.0,0.014563106725421812,0.0,0.09523809070294806
Kuldeep Singh,Haryana Steelers,5,All Rounder,1.0,1.4,8.0,0.002475247518625625,0.006167400853888102,0.011004126532318945,0.0,0.0,0.029126213450843624,0.0,0.04761904535147403
Mayur Shivtarkar,Haryana Steelers,5,All Rounder,5.0,0.0,6.0,0.012376237593128125,0.0,0.00825309489923921,0.047619047165532884,0.015290519830915842,0.004854368908473937,0.0,0.0
Mohit Chhillar,Haryana Steelers,5,"Defender, right corner",3.0,1.95,42.0,0.007425742555876875,0.008590308332201285,0.057771664294674466,0.0,0.003058103966183168,0.1699029117965878,0.0,0.19047618140589612
Neeraj Kumar,Haryana Steelers,5,"Defender, right cover",0.0,0.76,13.0,0.0,0.0033480176063963984,0.017881705615018288,0.0,0.0,0.05825242690168725,0.0,0.04761904535147403
Parmod Narwal,Haryana Steelers,5,All Rounder,0.0,0.33,2.0,0.0,0.00145374448698791,0.0027510316330797363,0.0,0.0,0.009708737816947874,0.0,0.0
Prashanth Kumar Rai,Haryana Steelers,5,Raider,78.0,0.13,80.0,0.19306930645279874,0.0005726872221467524,0.11004126532318946,0.1238095226303855,0.18960244590335643,0.004854368908473937,0.2499999791666684,0.04761904535147403
Rakesh Singh Kumar,Haryana Steelers,5,"Defender, left cover",0.0,1.26,24.0,0.0,0.005550660768499292,0.03301237959695684,0.0,0.0,0.11165048489490056,0.0,0.04761904535147403
Surender Nada,Haryana Steelers,5,"Defender, left corner",3.0,3.81,83.0,0.007425742555876875,0.01678414089522405,0.11416781277280906,0.0,0.006116207932366336,0.35922329922707136,0.0,0.28571427210884415
Vikash,Haryana Steelers,5,"Defender, right corner",0.0,1.37,26.0,0.0,0.006035242264161929,0.035763411230036575,0.0,0.0,0.1165048538033745,0.0,0.09523809070294806
Vikash Khandola,Haryana Steelers,5,Raider,58.0,0.0,58.0,0.14356435608028625,0.0,0.07977991735931235,0.15238095092970524,0.1345565745120594,0.0,0.08333332638888948,0.0
Wazir Singh,Haryana Steelers,5,Raider,107.0,0.62,120.0,0.2648514844929419,0.002731277521007588,0.16506189798478418,0.2571428546938776,0.2629969410917525,0.05339805799321331,0.2499999791666684,0.09523809070294806
Elangeshwaran R,Telugu Titans,5,All Rounder,12.0,0.8,16.0,0.029999999925,0.0038647342808466947,0.022988505714096975,0.04545454493801654,0.02108433728589055,0.010471204133658617,0.09999999000000101,0.11764705190311459
Farhad Rahimi Milaghardan,Telugu Titans,5,"Defender, right cover",6.0,1.22,28.0,0.0149999999625,0.005893719778291209,0.04022988499966971,0.011363636234504135,0.015060240918493251,0.11518324547024479,0.0,0.0
Mohsen Maghsoudloujafari,Telugu Titans,5,Raider,41.0,0.38,47.0,0.10249999974375,0.0018357487834021798,0.06752873553515987,0.23863636092458682,0.0783132527761649,0.026178010334146542,0.19999998000000202,0.05882352595155729
Munish,Telugu Titans,5,Raider,1.0,0.0,1.0,0.00249999999375,0.0,0.001436781607131061,0.0,0.0,0.0,0.0,0.0
Nilesh Salunke,Telugu Titans,5,Raider,98.0,0.33,105.0,0.2449999993875,0.0015942028908492614,0.1508620687487614,0.24999999715909094,0.2349397583284947,0.026178010334146542,0.19999998000000202,0.11764705190311459
Rahul Chaudhari,Telugu Titans,5,Raider,184.0,0.41,193.0,0.45999999885,0.0019806763189339307,0.27729885017629474,0.3181818145661158,0.4789156612080854,0.04712041860146378,0.499999950000005,0.0
Rakesh Kumar,Telugu Titans,5,All Rounder,7.0,1.6,23.0,0.01749999995625,0.0077294685616933895,0.0330459769640144,0.0,0.02108433728589055,0.07853403100243964,0.0,0.05882352595155729
Rakshith,Telugu Titans,5,Raider,12.0,0.0,14.0,0.029999999925,0.0,0.020114942499834854,0.011363636234504135,0.03313253002068515,0.010471204133658617,0.0,0.0
Rohit Rana,Telugu Titans,5,"Defender, left cover",0.0,1.14,24.0,0.0,0.005507246350206539,0.03448275857114546,0.0,0.0,0.1256544496039034,0.0,0.0
Sombir,Telugu Titans,5,"Defender, right corner",0.0,2.29,39.0,0.0,0.011062801878923662,0.056034482678111376,0.0,0.0,0.1727748682053672,0.0,0.35294115570934376
Vikas Kumar,Telugu Titans,5,Raider,30.0,0.36,35.0,0.0749999998125,0.0017391304263810123,0.050287356249587134,0.10227272611053721,0.0783132527761649,0.020942408267317233,0.0,0.05882352595155729
Vikrant,Telugu Titans,5,Raider,3.0,0.0,3.0,0.00749999998125,0.0,0.0043103448213931824,0.0,0.0030120481836986503,0.0,0.0,0.0
Vinod Kumar,Telugu Titans,5,"Defender, left cover",0.0,0.5,2.0,0.0,0.0024154589255291838,0.002873563214262122,0.0,0.0,0.010471204133658617,0.0,0.0
Vinoth Kumar,Telugu Titans,5,Raider,6.0,0.0,6.0,0.0149999999625,0.0,0.008620689642786365,0.02272727246900827,0.015060240918493251,0.0,0.0,0.0
Vishal Bhardwaj,Telugu Titans,5,All Rounder,0.0,3.23,71.0,0.0,0.015603864658918528,0.10201149410630532,0.0,0.0,0.356020940544393,0.0,0.17647057785467188
Ajit Singh,Jaipur Pink Panthers,5,Raider,23.0,0.0,23.0,0.06515580718086174,0.0,0.036450079181537115,0.08433734838147773,0.05902777757282022,0.0,0.07692307100591762,0.0
Jasvir Singh,Jaipur Pink Panthers,5,Raider,61.0,0.33,66.0,0.17280453208837243,0.0019298245501179851,0.10459587939049782,0.16867469676295546,0.17013888829812887,0.018518518404206676,0.23076921301775286,0.19999998000000202
Kamal Kishor Jat,Jaipur Pink Panthers,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manjeet Chhillar,Jaipur Pink Panthers,5,All Rounder,5.0,3.13,52.0,0.014164305908882987,0.018304093460209978,0.08240887467130131,0.0,0.01388888884066358,0.28395061553116907,0.0,0.09999999000000101
Manoj Dhull,Jaipur Pink Panthers,5,"Defender, right corner",0.0,0.67,6.0,0.0,0.003918128632057727,0.009508716308227074,0.0,0.0,0.03703703680841335,0.0,0.0
Navneet Gautam,Jaipur Pink Panthers,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nitin Rawal,Jaipur Pink Panthers,5,Defender,65.0,0.95,85.0,0.18413597681547883,0.005555555523066927,0.13470681436655021,0.2530120451444332,0.17013888829812887,0.11728394989330895,0.3076922840236705,0.09999999000000101
Pawan Kumar Kadian,Jaipur Pink Panthers,5,Raider,122.0,0.0,122.0,0.34560906417674486,0.0,0.19334389826728385,0.32530120089998554,0.32986110996576,0.0,0.15384614201183525,0.0
Rahul Choudhary,Jaipur Pink Panthers,5,Raider,5.0,0.0,6.0,0.014164305908882987,0.0,0.009508716308227074,0.01204819262592539,0.01388888884066358,0.006172839468068892,0.0,0.0
Ravinder Kumar,Jaipur Pink Panthers,5,"Defender, right corner",0.0,0.0,1.0,0.0,0.0,0.001584786051371179,0.0,0.0,0.006172839468068892,0.0,0.0
Santhapanaselvam,Jaipur Pink Panthers,5,All Rounder,0.0,1.5,15.0,0.0,0.008771929773263569,0.023771790770567684,0.0,0.0,0.09259259202103338,0.0,0.0
Selvamani K,Jaipur Pink Panthers,5,Raider,4.0,0.0,4.0,0.011331444727106389,0.0,0.006339144205484716,0.0,0.010416666630497685,0.0,0.0,0.0
Sidharth,Jaipur Pink Panthers,5,All Rounder,4.0,1.29,31.0,0.011331444727106389,0.007543859605006669,0.04912836759250655,0.0,0.010416666630497685,0.1481481472336534,0.0,0.299999970000003
Somvir Shekhar,Jaipur Pink Panthers,5,"Defender, right cover",0.0,1.36,30.0,0.0,0.00795321632775897,0.04754358154113537,0.0,0.0,0.17901234457399787,0.0,0.09999999000000101
Sunil Siddhgavali,Jaipur Pink Panthers,5,Raider,0.0,1.33,16.0,0.0,0.007777777732293698,0.025356576821938863,0.0,0.0,0.09259259202103338,0.0,0.09999999000000101
Tushar Patil,Jaipur Pink Panthers,5,Raider,64.0,0.18,67.0,0.18130311563370222,0.0010526315727916282,0.106180665441869,0.15662650413703008,0.17013888829812887,0.018518518404206676,0.23076921301775286,0.0
Anil Kumar,Bengal Warriors,5,Raider,1.0,0.0,1.0,0.0021978021929718633,0.0,0.001335113482863667,0.0,0.0,0.0,0.0,0.0
Bhupender Singh,Bengal Warriors,5,All Rounder,28.0,0.0,28.0,0.061538461403212175,0.0,0.03738317752018267,0.0804597691901176,0.04221635872766132,0.0,0.1818181652892577,0.0
Deepak Narwal,Bengal Warriors,5,Raider,85.0,0.13,87.0,0.18681318640260838,0.0006735751260436522,0.11615487300913903,0.2873563185361343,0.18733509185399713,0.011049723695857881,0.09090908264462885,0.0
Jang Kun Lee,Bengal Warriors,5,Raider,89.0,0.0,89.0,0.19560439517449585,0.0,0.11882509997486636,0.09195402193156296,0.21108179363830662,0.0,0.0,0.0
Kuldeep,Bengal Warriors,5,Raider,0.0,0.0,2.0,0.0,0.0,0.002670226965727334,0.0,0.0,0.011049723695857881,0.0,0.0
Maninder Singh,Bengal Warriors,5,Raider,190.0,0.1,192.0,0.417582416664654,0.000518134712341271,0.25634178870982405,0.25287356031179814,0.40633245275374025,0.011049723695857881,0.5454544958677732,0.0
PO Surjeet Singh,Bengal Warriors,5,"Defender, right cover",3.0,3.17,79.0,0.00659340657891559,0.016424870381218287,0.10547396514622968,0.0,0.007915567261436498,0.39779005305088366,0.0,0.3333333055555579
Rahul Kumar,Bengal Warriors,5,"Defender, right cover",0.0,0.6,6.0,0.0,0.0031088082740476255,0.008010680897182001,0.0,0.0,0.03314917108757364,0.0,0.0
Ran Singh,Bengal Warriors,5,All Rounder,12.0,2.26,64.0,0.02637362631566236,0.011709844498912722,0.08544726290327469,0.0,0.026385224204788327,0.27071823054851807,0.0,0.2499999791666684
Ravindra Ramesh Kumawat,Bengal Warriors,5,All Rounder,2.0,0.0,2.0,0.004395604385943727,0.0,0.002670226965727334,0.02298850548289074,0.005277044840957665,0.0,0.0,0.0
Shashank Wankhede,Bengal Warriors,5,"Defender, left cover",0.0,0.67,2.0,0.0,0.0034715025726865154,0.002670226965727334,0.0,0.0,0.011049723695857881,0.0,0.0
Shrikant Tewthia,Bengal Warriors,5,All Rounder,4.0,1.57,40.0,0.008791208771887453,0.008134714983757953,0.053404539314546674,0.0,0.005277044840957665,0.17127071728579715,0.09090908264462885,0.41666663194444736
Vikash,Bengal Warriors,5,All Rounder,0.0,1.25,5.0,0.0,0.006476683904265887,0.006675567414318334,0.0,0.0,0.0276243092396447,0.0,0.0
Vinod Kumar,Bengal Warriors,5,Raider,33.0,0.42,41.0,0.07252747236807149,0.002176165791833338,0.054739652797410346,0.20689654934601667,0.07124010535292848,0.044198894783431524,0.0,0.0
Virender Wazir Singh,Bengal Warriors,5,Raider,8.0,0.0,8.0,0.017582417543774907,0.0,0.010680907862909336,0.057471263707226855,0.007915567261436498,0.0,0.09090908264462885,0.0
Young Chang Ko,Bengal Warriors,5,"Defender, left cover",0.0,0.14,2.0,0.0,0.0007253885972777794,0.002670226965727334,0.0,0.0,0.011049723695857881,0.0,0.0
Anup Kumar,U Mumba,5,Raider,112.0,1.1,135.0,0.2673031019873434,0.005445544527497305,0.1909476659251094,0.06410256328073637,0.26086956440723735,0.10795454484116736,0.19999998000000202,0.15384614792899431
D. Suresh Kumar,U Mumba,5,"Defender, right cover",0.0,1.6,8.0,0.0,0.007920792039996079,0.011315417240006481,0.0,0.0,0.034090908897210746,0.0,0.07692307396449716
Darshan Kadian,U Mumba,5,Raider,33.0,0.44,40.0,0.0787589496926994,0.0021782178109989218,0.05657708620003241,0.12820512656147273,0.07453416125921068,0.022727272598140495,0.09999999000000101,0.11538461094674572
Deepak Yadav,U Mumba,5,"Defender, right cover",0.0,2.0,8.0,0.0,0.009900990049995098,0.011315417240006481,0.0,0.0,0.03977272704674587,0.0,0.03846153698224858
E Subash,U Mumba,5,All Rounder,0.0,1.5,3.0,0.0,0.007425742537496324,0.0042432814650024304,0.0,0.0,0.011363636299070248,0.0,0.03846153698224858
Hadi Oshtorak,U Mumba,5,All Rounder,0.0,1.25,20.0,0.0,0.006188118781246937,0.028288543100016206,0.0,0.0,0.0965909085420971,0.0,0.11538461094674572
Joginder Singh Narwal,U Mumba,5,"Defender, left corner",0.0,1.13,9.0,0.0,0.005594059378247231,0.012729844395007293,0.0,0.0,0.051136363345816116,0.0,0.0
Kuldeep Singh,U Mumba,5,All Rounder,16.0,1.55,47.0,0.038186157426763345,0.0076732672887462015,0.06647807628503809,0.0,0.021739130367269783,0.1420454537383781,0.09999999000000101,0.23076922189349144
Mohan Raman G,U Mumba,5,Raider,8.0,0.0,8.0,0.019093078713381673,0.0,0.011315417240006481,0.012820512656147275,0.012422360209868446,0.0,0.0,0.0
N. Renjith,U Mumba,5,"Defender, left corner",0.0,1.09,12.0,0.0,0.005396039577247329,0.016973125860009722,0.0,0.0,0.05681818149535124,0.0,0.07692307396449716
