Player Name,Season,Team,do_or_die,high_5s,raid_points,raidpoints,successful_raids,successful_tackles,super_10s,super_raids,super_takels,tackle_points,total_points
Vishal Mane,5,Patna Pirates,0,1,0,0,0,36,0,0,3,1,39
Vishal Mane,6,Dabang Delhi K.C.,0,3,0,0,0,36,0,0,2,1,38
Vishal Mane,7,Dabang Delhi K.C.,0,0,0,0,0,18,0,0,0,1,18
Vishav Chaudhary,6,U.P. Yoddha,0,0,1,2,1,0,0,0,0,0,2
Vishnu Uthaman,5,Patna Pirates,0,0,0,0,0,1,0,0,0,0,1
Wajid Ali,1,Telugu Titans,0,0,0,4,3,1,0,0,0,0,5
Waleed Al Hasani,1,Puneri Paltan,1,0,2,14,10,0,0,1,0,0,14
Wasim Sajjad,1,Patna Pirates,0,0,0,0,0,24,0,0,3,1,27
Wazir Singh,1,Puneri Paltan,20,0,8,104,85,5,4,2,2,0,111
Wazir Singh,2,Puneri Paltan,7,0,5,65,48,2,2,2,0,0,67
Wazir Singh,5,Haryana Steelers,27,0,5,107,86,11,3,3,2,0,120
Wazir Singh,6,Haryana Steelers,0,0,2,2,2,0,0,0,0,0,2
Yatharth Deshwal,5,Dabang Delhi K.C.,0,0,0,0,0,10,0,0,1,1,11
Yogesh Hooda,2,Puneri Paltan,5,0,3,12,11,1,0,0,0,0,13
Yogesh Hooda,3,Puneri Paltan,3,0,1,6,5,2,0,0,0,0,8
Yogesh Hooda,4,Bengaluru Bulls,6,0,2,14,12,2,0,0,0,0,16
Yogesh Hooda,6,Dabang Delhi K.C.,1,0,0,3,1,5,0,0,0,0,8
Yong Joo Ok,5,U Mumba,1,0,0,1,1,0,0,0,0,0,1
Young Chang Ko,5,Bengal Warriors,0,0,0,0,0,2,0,0,0,0,2
Young Chang Ko,6,Jaipur Pink Panthers,0,1,0,0,0,11,0,0,4,1,15
Young Chang Ko,7,U Mumba,0,0,0,0,0,4,0,0,2,0,6
Ziaur Rahman,5,Puneri Paltan,0,1,0,0,0,18,0,0,2,1,20
Ziaur Rahman,6,Bengal Warriors,0,0,0,0,0,12,0,0,0,0,12
